"response_id","municipality","age_grp","response_type","eligibility","age","gender","race","hisp_lat","accessCare"
732,"PINEVILLE","45-64 years","Postcard","Yes",54,"woman","Black",0,0
733,"HUNTERSVILLE","25-44 years","Web","Yes",34,"man","Black",0,1
734,"CHARLOTTE","65-84 years","Postcard","Yes",75,"prefer not to answer","Other",0,0
735,"CHARLOTTE","45-64 years","Web","Yes",46,"woman","White",0,0
736,"MATTHEWS","45-64 years","Web","Yes",50,"woman","Prefer not to answer",1,0
737,"CHARLOTTE","65-84 years","Postcard","Yes",77,"woman","White",0,1
738,"CHARLOTTE","65-84 years","Postcard","Yes",72,"man","Black",0,0
739,"CHARLOTTE","25-44 years","Web","Yes",27,"woman","White",0,0
740,"CHARLOTTE","45-64 years","Web","Yes",64,"man","White",0,0
741,"MINT HILL","25-44 years","Postcard","Yes",40,"prefer not to answer","AIAN",0,1
742,"DAVIDSON","25-44 years","Web","Yes",38,"woman","White",0,1
743,"MINT HILL","25-44 years","Web","Yes",30,"man","Black",0,1
744,"CHARLOTTE","45-64 years","Web","Yes",50,"woman","Other",0,0
745,"CHARLOTTE","25-44 years","Web","Yes",41,"woman","White",0,0
746,"HUNTERSVILLE","25-44 years","Web","Yes",28,"man","Prefer not to answer",1,1
747,"CHARLOTTE","25-44 years","Postcard","Yes",34,"self-describe","White",0,0
748,"CHARLOTTE","85+ years","Web","Yes",85,"man","Other",0,0
749,"MINT HILL","45-64 years","Web","Yes",64,"man","Asian",1,0
750,"CHARLOTTE","25-44 years","Postcard","Yes",42,"woman","Black",0,1
751,"HUNTERSVILLE","25-44 years","Web","Yes",38,"woman","White",0,0
752,"CHARLOTTE","25-44 years","Web","Yes",29,"woman","Asian",1,1
753,"CHARLOTTE","45-64 years","Web","Yes",54,"woman","Black",0,1
754,"CHARLOTTE","45-64 years","Web","Yes",59,"woman","White",0,0
755,"MATTHEWS","25-44 years","Web","Yes",34,"woman","White",0,0
756,"MINT HILL","65-84 years","Web","Yes",65,"man","Black",0,1
757,"MATTHEWS","45-64 years","Web","Yes",45,"man","Black",0,1
758,"HUNTERSVILLE","45-64 years","Postcard","Yes",58,"man","Other",0,1
759,"CHARLOTTE","45-64 years","Web","Yes",64,"man","Prefer not to answer",1,1
760,"HUNTERSVILLE","25-44 years","Web","Yes",35,"woman","Black",0,0
761,"HUNTERSVILLE","85+ years","Web","Yes",88,"man","White",0,1
762,"MINT HILL","25-44 years","Web","Yes",30,"man","White",0,0
763,"CHARLOTTE","25-44 years","Web","Yes",30,"man","White",0,1
764,"HUNTERSVILLE","45-64 years","Web","Yes",48,"prefer not to answer","Black",0,1
765,"CHARLOTTE","18-24 years","Web","Yes",19,"prefer not to answer","White",0,1
766,"CHARLOTTE","25-44 years","Web","Yes",33,"woman","Other",0,1
767,"DAVIDSON","25-44 years","Web","Yes",26,"prefer not to answer","Black",0,1
768,"HUNTERSVILLE","45-64 years","Web","Yes",55,"woman","Prefer not to answer",1,0
769,"CHARLOTTE","65-84 years","Web","Yes",71,"woman","White",0,1
770,"CHARLOTTE","65-84 years","Web","Yes",73,"man","Black",1,0
771,"HUNTERSVILLE","45-64 years","Postcard","Yes",62,"woman","White",0,1
772,"MINT HILL","45-64 years","Postcard","Yes",51,"woman","Black",1,0
773,"MATTHEWS","25-44 years","Web","Yes",26,"woman","White",0,0
774,"MATTHEWS","25-44 years","Postcard","Yes",25,"woman","White",0,1
775,"MINT HILL","18-24 years","Web","Yes",24,"woman","Black",0,1
776,"CHARLOTTE","45-64 years","Web","Yes",53,"woman","White",0,0
777,"DAVIDSON","25-44 years","Web","Yes",35,"prefer not to answer","White",0,1
778,"CHARLOTTE","18-24 years","Web","Yes",20,"man","Black",0,1
779,"CHARLOTTE","45-64 years","Web","Yes",45,"woman","Black",0,1
780,"MINT HILL","85+ years","Postcard","Yes",87,"woman","Black",0,0
781,"CHARLOTTE","45-64 years","Web","Yes",61,"woman","Black",0,1
782,"MATTHEWS","25-44 years","Postcard","Yes",38,"woman","Other",0,1
783,"HUNTERSVILLE","45-64 years","Web","Yes",45,"man","White",0,0
784,"PINEVILLE","65-84 years","Web","Yes",71,"woman","White",0,1
785,"DAVIDSON","65-84 years","Postcard","Yes",71,"man","White",0,1
786,"MATTHEWS","65-84 years","Web","Yes",82,"woman","Asian",1,1
787,"PINEVILLE","25-44 years","Web","Yes",38,"woman","Other",0,0
788,"PINEVILLE","25-44 years","Web","Yes",30,"woman","White",0,0
789,"CHARLOTTE","65-84 years","Web","Yes",74,"man","AIAN",0,1
790,"HUNTERSVILLE","65-84 years","Postcard","Yes",66,"woman","Asian",1,0
791,"CHARLOTTE","65-84 years","Postcard","Yes",71,"man","White",0,1
792,"DAVIDSON","25-44 years","Web","Yes",27,"woman","Other",0,0
793,"HUNTERSVILLE","65-84 years","Web","Yes",70,"prefer not to answer","Other",0,0
794,"DAVIDSON","45-64 years","Web","Yes",61,"self-describe","Black",0,0
795,"CHARLOTTE","45-64 years","Postcard","Yes",64,"woman","White",0,1
796,"CHARLOTTE","65-84 years","Web","Yes",70,"woman","Prefer not to answer",1,0
797,"DAVIDSON","45-64 years","Web","Yes",63,"man","Asian",1,1
798,"CHARLOTTE","25-44 years","Web","Yes",30,"man","Other",0,1
799,"CHARLOTTE","45-64 years","Web","Yes",54,"woman","Black",0,1
800,"CHARLOTTE","25-44 years","Web","Yes",41,"woman","Asian",1,1
801,"MATTHEWS","18-24 years","Web","Yes",19,"prefer not to answer","Black",0,0
802,"DAVIDSON","25-44 years","Web","Yes",31,"man","White",0,0
803,"CHARLOTTE","25-44 years","Web","Yes",27,"prefer not to answer","Other",0,0
804,"CHARLOTTE","45-64 years","Web","Yes",52,"woman","Black",0,1
805,"CHARLOTTE","25-44 years","Web","Yes",42,"woman","White",0,1
806,"MINT HILL","18-24 years","Postcard","Yes",20,"man","Black",0,0
807,"DAVIDSON","25-44 years","Web","Yes",34,"man","Asian",1,0
808,"CHARLOTTE","25-44 years","Web","Yes",29,"woman","Asian",1,1
809,"CHARLOTTE","65-84 years","Web","Yes",71,"woman","AIAN",0,0
810,"CHARLOTTE","25-44 years","Web","Yes",41,"man","White",0,1
811,"DAVIDSON","45-64 years","Web","Yes",46,"woman","Asian",1,0
812,"MINT HILL","45-64 years","Web","Yes",60,"woman","Black",1,1
813,"CHARLOTTE","25-44 years","Web","Yes",42,"woman","White",0,0
814,"CHARLOTTE","65-84 years","Postcard","Yes",77,"prefer not to answer","Asian",1,0
815,"CORNELIUS","65-84 years","Postcard","Yes",82,"man","Prefer not to answer",1,0
816,"MATTHEWS","45-64 years","Web","Yes",45,"man","Other",0,0
817,"CHARLOTTE","25-44 years","Web","Yes",33,"woman","Other",0,0
818,"MINT HILL","45-64 years","Web","Yes",64,"man","White",0,0
819,"PINEVILLE","65-84 years","Web","Yes",75,"man","White",0,1
820,"CHARLOTTE","25-44 years","Web","Yes",44,"man","White",0,0
821,"CHARLOTTE","65-84 years","Web","Yes",70,"man","Black",0,1
822,"CHARLOTTE","45-64 years","Web","Yes",59,"man","White",0,0
823,"PINEVILLE","65-84 years","Web","Yes",76,"man","White",0,1
824,"MINT HILL","45-64 years","Postcard","Yes",64,"man","White",0,1
825,"PINEVILLE","45-64 years","Web","Yes",51,"man","Other",0,0
826,"HUNTERSVILLE","45-64 years","Web","Yes",54,"woman","Asian",1,0
827,"CHARLOTTE","18-24 years","Web","Yes",23,"woman","White",0,0
828,"CORNELIUS","18-24 years","Web","Yes",24,"woman","White",0,0
829,"MINT HILL","25-44 years","Web","Yes",42,"man","Black",0,1
830,"CHARLOTTE","45-64 years","Web","Yes",50,"man","AIAN",0,1
831,"MATTHEWS","65-84 years","Web","Yes",72,"woman","White",0,1
832,"PINEVILLE","65-84 years","Postcard","Yes",75,"woman","AIAN",0,1
833,"CORNELIUS","18-24 years","Web","Yes",24,"woman","White",0,1
834,"DAVIDSON","65-84 years","Web","Yes",74,"man","White",0,1
835,"MINT HILL","25-44 years","Web","Yes",29,"prefer not to answer","AIAN",0,1
836,"DAVIDSON","25-44 years","Web","Yes",33,"man","White",0,0
837,"CHARLOTTE","45-64 years","Web","Yes",60,"woman","Asian",1,0
838,"CHARLOTTE","18-24 years","Web","Yes",24,"woman","White",0,0
839,"MATTHEWS","65-84 years","Web","Yes",68,"woman","Other",0,1
840,"CHARLOTTE","45-64 years","Web","Yes",49,"man","Black",0,0
841,"CHARLOTTE","25-44 years","Postcard","Yes",25,"man","White",0,0
842,"CHARLOTTE","85+ years","Web","Yes",89,"woman","Black",0,0
843,"CHARLOTTE","45-64 years","Web","Yes",62,"man","White",0,0
844,"PINEVILLE","65-84 years","Web","Yes",76,"man","Asian",1,1
845,"MATTHEWS","18-24 years","Web","Yes",21,"man","White",0,0
846,"CHARLOTTE","65-84 years","Web","Yes",84,"woman","White",0,1
847,"CHARLOTTE","45-64 years","Postcard","Yes",46,"man","White",0,1
848,"CHARLOTTE","45-64 years","Web","Yes",46,"self-describe","Asian",1,0
849,"MATTHEWS","45-64 years","Web","Yes",45,"woman","Other",0,1
850,"PINEVILLE","45-64 years","Web","Yes",61,"self-describe","Other",0,1
851,"CORNELIUS","18-24 years","Web","Yes",21,"prefer not to answer","White",0,0
852,"MINT HILL","25-44 years","Web","Yes",26,"woman","Black",0,0
853,"MINT HILL","18-24 years","Postcard","Yes",22,"man","White",0,0
854,"MINT HILL","65-84 years","Web","Yes",73,"man","Prefer not to answer",1,1
855,"MATTHEWS","65-84 years","Web","Yes",67,"man","White",0,1
856,"CORNELIUS","25-44 years","Web","Yes",32,"woman","White",0,0
857,"MINT HILL","45-64 years","Postcard","Yes",49,"man","White",0,0
858,"HUNTERSVILLE","45-64 years","Web","Yes",45,"man","AIAN",0,0
859,"MINT HILL","25-44 years","Web","Yes",39,"woman","Other",0,1
860,"DAVIDSON","25-44 years","Postcard","Yes",34,"prefer not to answer","White",0,0
861,"MINT HILL","65-84 years","Web","Yes",76,"man","Black",0,1
862,"CORNELIUS","85+ years","Web","Yes",88,"man","AIAN",0,0
863,"CHARLOTTE","65-84 years","Web","Yes",74,"man","Other",0,1
864,"HUNTERSVILLE","25-44 years","Web","Yes",43,"prefer not to answer","White",0,1
865,"MATTHEWS","25-44 years","Web","Yes",42,"woman","White",0,1
866,"MATTHEWS","25-44 years","Web","Yes",27,"man","Other",0,0
867,"CHARLOTTE","45-64 years","Web","Yes",62,"man","White",0,1
868,"CHARLOTTE","25-44 years","Web","Yes",28,"man","White",0,0
869,"CHARLOTTE","65-84 years","Web","Yes",70,"man","Prefer not to answer",1,0
870,"DAVIDSON","85+ years","Web","Yes",89,"prefer not to answer","Asian",1,1
871,"MINT HILL","85+ years","Web","Yes",85,"woman","White",0,1
872,"CHARLOTTE","45-64 years","Web","Yes",45,"woman","White",0,1
873,"HUNTERSVILLE","65-84 years","Postcard","Yes",82,"woman","Black",0,0
874,"MINT HILL","65-84 years","Web","Yes",66,"man","White",0,1
875,"DAVIDSON","45-64 years","Postcard","Yes",64,"woman","White",0,1
876,"HUNTERSVILLE","65-84 years","Web","Yes",69,"woman","White",0,1
877,"PINEVILLE","65-84 years","Web","Yes",71,"man","Black",0,1
878,"HUNTERSVILLE","65-84 years","Web","Yes",77,"woman","Black",0,1
879,"CHARLOTTE","65-84 years","Postcard","Yes",74,"man","White",0,0
880,"HUNTERSVILLE","45-64 years","Web","Yes",64,"man","White",0,1
881,"CORNELIUS","45-64 years","Web","Yes",48,"man","White",0,1
882,"MATTHEWS","45-64 years","Postcard","Yes",63,"woman","Black",0,1
883,"PINEVILLE","25-44 years","Web","Yes",43,"woman","White",0,0
884,"MINT HILL","18-24 years","Web","Yes",22,"prefer not to answer","White",0,0
885,"CHARLOTTE","65-84 years","Web","Yes",69,"woman","Black",0,0
886,"HUNTERSVILLE","65-84 years","Postcard","Yes",71,"woman","White",0,1
887,"CHARLOTTE","45-64 years","Web","Yes",50,"woman","Black",0,1
888,"CHARLOTTE","65-84 years","Web","Yes",67,"man","White",0,0
889,"DAVIDSON","45-64 years","Web","Yes",55,"woman","White",0,1
890,"MATTHEWS","25-44 years","Web","Yes",44,"man","White",0,1
891,"CHARLOTTE","25-44 years","Web","Yes",32,"woman","Black",0,1
892,"CHARLOTTE","65-84 years","Postcard","Yes",78,"prefer not to answer","Prefer not to answer",1,0
893,"MINT HILL","25-44 years","Web","Yes",38,"man","Black",1,1
894,"CHARLOTTE","45-64 years","Web","Yes",63,"woman","White",0,0
895,"HUNTERSVILLE","85+ years","Postcard","Yes",86,"woman","Black",0,1
896,"DAVIDSON","18-24 years","Postcard","Yes",23,"woman","White",0,0
897,"PINEVILLE","45-64 years","Web","Yes",55,"man","White",0,0
898,"CHARLOTTE","65-84 years","Web","Yes",79,"man","Prefer not to answer",1,1
899,"CHARLOTTE","65-84 years","Web","Yes",79,"man","White",0,0
900,"MINT HILL","45-64 years","Postcard","Yes",63,"man","White",0,0
901,"HUNTERSVILLE","25-44 years","Postcard","Yes",30,"man","White",0,1
902,"CHARLOTTE","18-24 years","Web","Yes",20,"woman","White",0,1
903,"MINT HILL","18-24 years","Postcard","Yes",23,"man","White",0,1
904,"CHARLOTTE","25-44 years","Web","Yes",25,"woman","Other",0,0
905,"DAVIDSON","45-64 years","Web","Yes",61,"woman","White",0,0
906,"CHARLOTTE","45-64 years","Web","Yes",50,"woman","Prefer not to answer",1,0
907,"MATTHEWS","65-84 years","Postcard","Yes",67,"man","Black",0,0
908,"CHARLOTTE","25-44 years","Postcard","Yes",28,"woman","White",0,1
909,"CHARLOTTE","45-64 years","Postcard","Yes",45,"prefer not to answer","White",0,0
910,"CHARLOTTE","85+ years","Web","Yes",87,"man","White",0,0
911,"CHARLOTTE","45-64 years","Web","Yes",58,"man","Other",0,0
912,"CORNELIUS","25-44 years","Web","Yes",33,"woman","White",0,0
913,"MATTHEWS","85+ years","Postcard","Yes",85,"man","Black",0,1
914,"CHARLOTTE","65-84 years","Web","Yes",65,"man","White",0,1
915,"CHARLOTTE","65-84 years","Web","Yes",73,"man","Other",0,0
916,"DAVIDSON","65-84 years","Postcard","Yes",81,"man","White",0,0
917,"CORNELIUS","65-84 years","Web","Yes",76,"woman","White",0,0
918,"PINEVILLE","65-84 years","Web","Yes",79,"man","Asian",1,1
919,"CHARLOTTE","25-44 years","Web","Yes",28,"woman","Black",0,1
920,"CHARLOTTE","25-44 years","Web","Yes",35,"woman","White",0,0
921,"DAVIDSON","25-44 years","Postcard","Yes",36,"woman","Prefer not to answer",1,0
922,"CHARLOTTE","65-84 years","Web","Yes",72,"woman","AIAN",0,1
923,"PINEVILLE","25-44 years","Web","Yes",43,"woman","Prefer not to answer",1,1
924,"CHARLOTTE","18-24 years","Postcard","Yes",23,"man","Black",0,1
925,"MINT HILL","18-24 years","Web","Yes",21,"woman","White",0,0
926,"CHARLOTTE","45-64 years","Web","Yes",46,"woman","White",0,0
927,"PINEVILLE","65-84 years","Web","Yes",76,"woman","White",0,0
928,"HUNTERSVILLE","25-44 years","Web","Yes",34,"woman","Other",0,1
929,"PINEVILLE","45-64 years","Web","Yes",60,"man","Black",0,1
930,"CORNELIUS","65-84 years","Postcard","Yes",83,"man","White",0,0
931,"PINEVILLE","45-64 years","Postcard","Yes",51,"woman","White",0,0
932,"HUNTERSVILLE","25-44 years","Web","Yes",25,"man","Black",1,0
933,"CORNELIUS","25-44 years","Postcard","Yes",30,"woman","Asian",1,0
934,"CORNELIUS","25-44 years","Web","Yes",25,"man","Other",0,0
935,"DAVIDSON","65-84 years","Postcard","Yes",82,"man","White",0,1
936,"MINT HILL","45-64 years","Web","Yes",60,"man","White",0,0
937,"CHARLOTTE","45-64 years","Web","Yes",56,"man","White",0,0
938,"MINT HILL","65-84 years","Postcard","Yes",76,"woman","Asian",1,1
939,"HUNTERSVILLE","45-64 years","Postcard","Yes",61,"man","White",0,0
940,"CHARLOTTE","25-44 years","Web","Yes",26,"self-describe","Other",0,0
941,"CHARLOTTE","45-64 years","Postcard","Yes",54,"woman","White",0,0
942,"CHARLOTTE","45-64 years","Web","Yes",53,"man","Other",0,1
943,"MINT HILL","45-64 years","Web","Yes",45,"woman","Black",0,1
944,"CORNELIUS","45-64 years","Web","Yes",59,"woman","Black",1,0
945,"MINT HILL","45-64 years","Web","Yes",60,"woman","White",0,1
946,"HUNTERSVILLE","45-64 years","Web","Yes",59,"man","White",0,0
947,"CHARLOTTE","65-84 years","Web","Yes",83,"woman","White",0,1
948,"CHARLOTTE","65-84 years","Web","Yes",72,"woman","Asian",1,1
949,"CHARLOTTE","85+ years","Web","Yes",89,"man","Prefer not to answer",1,1
950,"CORNELIUS","65-84 years","Web","Yes",65,"man","Other",0,0
951,"CHARLOTTE","25-44 years","Web","Yes",39,"woman","Black",0,1
952,"CHARLOTTE","25-44 years","Web","Yes",44,"man","Black",0,1
953,"PINEVILLE","65-84 years","Postcard","Yes",84,"woman","White",0,1
954,"DAVIDSON","25-44 years","Web","Yes",30,"man","Asian",1,1
955,"MATTHEWS","45-64 years","Web","Yes",62,"prefer not to answer","White",0,0
956,"MATTHEWS","25-44 years","Postcard","Yes",27,"woman","White",0,0
957,"PINEVILLE","25-44 years","Web","Yes",26,"man","Other",0,0
958,"CHARLOTTE","65-84 years","Web","Yes",71,"man","White",0,0
959,"PINEVILLE","25-44 years","Web","Yes",44,"woman","White",0,1
960,"MINT HILL","45-64 years","Web","Yes",51,"woman","Black",0,1
961,"CHARLOTTE","18-24 years","Web","Yes",18,"woman","White",0,1
962,"CHARLOTTE","45-64 years","Web","Yes",49,"man","Black",0,0
963,"MINT HILL","85+ years","Web","Yes",88,"man","White",0,0
964,"CHARLOTTE","65-84 years","Web","Yes",84,"man","White",0,1
965,"PINEVILLE","25-44 years","Postcard","Yes",37,"woman","White",0,0
966,"PINEVILLE","45-64 years","Web","Yes",52,"man","White",0,0
967,"CHARLOTTE","25-44 years","Web","Yes",34,"man","Black",0,1
968,"CHARLOTTE","25-44 years","Web","Yes",35,"woman","White",0,1
969,"CHARLOTTE","45-64 years","Postcard","Yes",62,"prefer not to answer","Other",0,0
970,"CHARLOTTE","65-84 years","Web","Yes",70,"man","AIAN",0,1
971,"CORNELIUS","85+ years","Postcard","Yes",85,"man","Black",0,1
972,"MINT HILL","65-84 years","Web","Yes",82,"woman","Asian",1,1
973,"CHARLOTTE","18-24 years","Postcard","Yes",18,"woman","Black",0,1
974,"HUNTERSVILLE","65-84 years","Web","Yes",75,"man","White",0,0
975,"CHARLOTTE","25-44 years","Web","Yes",43,"prefer not to answer","White",0,1
976,"MATTHEWS","25-44 years","Web","Yes",37,"woman","White",0,0
977,"CHARLOTTE","25-44 years","Postcard","Yes",27,"man","Other",0,0
978,"CHARLOTTE","65-84 years","Web","Yes",76,"man","White",0,1
979,"MATTHEWS","45-64 years","Web","Yes",58,"woman","AIAN",0,1
980,"MINT HILL","18-24 years","Web","Yes",22,"woman","Other",0,1
981,"CHARLOTTE","65-84 years","Web","Yes",82,"man","White",0,1
982,"MINT HILL","25-44 years","Web","Yes",34,"woman","Black",0,1
983,"HUNTERSVILLE","25-44 years","Postcard","Yes",39,"woman","White",0,1
984,"HUNTERSVILLE","45-64 years","Web","Yes",58,"man","White",0,0
985,"CHARLOTTE","85+ years","Postcard","Yes",85,"woman","Black",0,0
986,"CHARLOTTE","85+ years","Postcard","Yes",86,"prefer not to answer","AIAN",0,0
987,"DAVIDSON","25-44 years","Web","Yes",28,"man","Black",0,0
988,"HUNTERSVILLE","65-84 years","Web","Yes",73,"man","White",0,0
989,"CHARLOTTE","65-84 years","Web","Yes",68,"man","White",0,1
990,"DAVIDSON","25-44 years","Web","Yes",38,"woman","Black",0,1
991,"CORNELIUS","25-44 years","Web","Yes",43,"self-describe","Black",0,1
992,"CHARLOTTE","25-44 years","Web","Yes",36,"woman","Black",0,1
993,"PINEVILLE","65-84 years","Web","Yes",77,"woman","White",0,1
994,"CHARLOTTE","85+ years","Web","Yes",88,"woman","Other",0,0
995,"MINT HILL","45-64 years","Web","Yes",64,"woman","White",0,0
996,"CORNELIUS","85+ years","Postcard","Yes",88,"man","White",0,0
997,"MATTHEWS","25-44 years","Web","Yes",43,"man","Asian",1,1
998,"CHARLOTTE","45-64 years","Web","Yes",57,"man","White",0,0
999,"CHARLOTTE","18-24 years","Web","Yes",22,"woman","Asian",1,1
1000,"CHARLOTTE","25-44 years","Web","Yes",38,"man","White",0,1
